,drug1,drug2,cell,synergy,fold,SynClass
20091,TEMOZOLOMIDE,SN-38,DLD1,-14.23179807,0,0
20092,TEMOZOLOMIDE,SN-38,EFM192B,-36.39302292,0,0
20094,TEMOZOLOMIDE,SN-38,HCT116,-9.556941325,0,0
20095,TEMOZOLOMIDE,SN-38,HT144,-35.9449781,0,0
20096,TEMOZOLOMIDE,SN-38,HT29,-7.888423637,0,0
20097,TEMOZOLOMIDE,SN-38,KPL1,-17.39078427,0,0
20099,TEMOZOLOMIDE,SN-38,LOVO,-29.84824188,0,0
20100,TEMOZOLOMIDE,SN-38,MDAMB436,-2.572013398,0,0
20101,TEMOZOLOMIDE,SN-38,MSTO,-2.317765271,0,0
20102,TEMOZOLOMIDE,SN-38,NCIH1650,-33.43385696,0,0
20103,TEMOZOLOMIDE,SN-38,NCIH2122,-13.72631485,0,0
20104,TEMOZOLOMIDE,SN-38,NCIH23,-19.76704375,0,0
20105,TEMOZOLOMIDE,SN-38,NCIH460,-14.7813804,0,0
20106,TEMOZOLOMIDE,SN-38,NCIH520,-8.991422975,0,0
20107,TEMOZOLOMIDE,SN-38,OCUBM,-8.244926843,0,0
20108,TEMOZOLOMIDE,SN-38,OV90,-19.00683575,0,0
20111,TEMOZOLOMIDE,SN-38,RKO,-12.0477968,0,0
20112,TEMOZOLOMIDE,SN-38,RPMI7951,-4.027660591,0,0
20115,TEMOZOLOMIDE,SN-38,SKOV3,-22.21048262,0,0
20117,TEMOZOLOMIDE,SN-38,SW837,-37.07104306,0,0
20118,TEMOZOLOMIDE,SN-38,T47D,-81.09317162,0,0
20119,TEMOZOLOMIDE,SN-38,UACC62,-5.235666195,0,0
20120,TEMOZOLOMIDE,SN-38,UWB1289,14.04611122,0,1
20122,TEMOZOLOMIDE,SN-38,VCAP,-12.43379703,0,0
20123,TEMOZOLOMIDE,SN-38,ZR751,-64.47985647,0,0
20124,TEMOZOLOMIDE,SORAFENIB,A2058,-1.019573635,3,0
20126,TEMOZOLOMIDE,SORAFENIB,A375,11.60283778,3,1
20127,TEMOZOLOMIDE,SORAFENIB,A427,22.68068564,3,1
20128,TEMOZOLOMIDE,SORAFENIB,CAOV3,-4.690960861,3,0
20129,TEMOZOLOMIDE,SORAFENIB,COLO320DM,10.78041542,3,1
20130,TEMOZOLOMIDE,SORAFENIB,DLD1,12.37475825,3,1
20131,TEMOZOLOMIDE,SORAFENIB,EFM192B,-4.214872973,3,0
20133,TEMOZOLOMIDE,SORAFENIB,HCT116,10.89744473,3,1
20135,TEMOZOLOMIDE,SORAFENIB,HT29,-3.1063573,3,0
20137,TEMOZOLOMIDE,SORAFENIB,LNCAP,-11.4422593,3,0
20138,TEMOZOLOMIDE,SORAFENIB,LOVO,-7.361379537,3,0
20140,TEMOZOLOMIDE,SORAFENIB,MSTO,-11.09112855,3,0
20141,TEMOZOLOMIDE,SORAFENIB,NCIH1650,-5.475247986,3,0
20142,TEMOZOLOMIDE,SORAFENIB,NCIH2122,-2.439074493,3,0
20143,TEMOZOLOMIDE,SORAFENIB,NCIH23,-0.344795528,3,0
20145,TEMOZOLOMIDE,SORAFENIB,NCIH520,13.82210367,3,1
20147,TEMOZOLOMIDE,SORAFENIB,OV90,11.89861617,3,1
20148,TEMOZOLOMIDE,SORAFENIB,OVCAR3,-11.49236987,3,0
20149,TEMOZOLOMIDE,SORAFENIB,PA1,13.32203108,3,1
20150,TEMOZOLOMIDE,SORAFENIB,RKO,16.90976066,3,1
20151,TEMOZOLOMIDE,SORAFENIB,RPMI7951,-2.725051066,3,0
20153,TEMOZOLOMIDE,SORAFENIB,SKMES1,24.59771309,3,1
20154,TEMOZOLOMIDE,SORAFENIB,SKOV3,11.98839941,3,1
20157,TEMOZOLOMIDE,SORAFENIB,T47D,13.22003559,3,1
20158,TEMOZOLOMIDE,SORAFENIB,UACC62,12.23240076,3,1
20161,TEMOZOLOMIDE,SORAFENIB,VCAP,12.24034409,3,1
20162,TEMOZOLOMIDE,SORAFENIB,ZR751,-34.87701752,3,0
20163,TEMOZOLOMIDE,TOPOTECAN,A2058,10.18331052,2,1
20164,TEMOZOLOMIDE,TOPOTECAN,A2780,10.51804778,2,1
20166,TEMOZOLOMIDE,TOPOTECAN,A427,10.89726154,2,1
20169,TEMOZOLOMIDE,TOPOTECAN,DLD1,13.76578856,2,1
20171,TEMOZOLOMIDE,TOPOTECAN,ES2,10.20258594,2,1
20174,TEMOZOLOMIDE,TOPOTECAN,HT29,13.50402613,2,1
20175,TEMOZOLOMIDE,TOPOTECAN,KPL1,-8.372166016,2,0
20176,TEMOZOLOMIDE,TOPOTECAN,LNCAP,-130.8320847,2,0
20177,TEMOZOLOMIDE,TOPOTECAN,LOVO,-7.742677237,2,0
20179,TEMOZOLOMIDE,TOPOTECAN,MSTO,11.80760232,2,1
20180,TEMOZOLOMIDE,TOPOTECAN,NCIH1650,-7.104534365,2,0
20183,TEMOZOLOMIDE,TOPOTECAN,NCIH460,-15.65452065,2,0
20185,TEMOZOLOMIDE,TOPOTECAN,OCUBM,-6.289164687,2,0
20188,TEMOZOLOMIDE,TOPOTECAN,PA1,-3.608267057,2,0
20191,TEMOZOLOMIDE,TOPOTECAN,SKMEL30,20.6515056,2,1
20192,TEMOZOLOMIDE,TOPOTECAN,SKMES1,22.16661787,2,1
20193,TEMOZOLOMIDE,TOPOTECAN,SKOV3,-14.20781623,2,0
20194,TEMOZOLOMIDE,TOPOTECAN,SW620,12.67525627,2,1
20195,TEMOZOLOMIDE,TOPOTECAN,SW837,-12.06393634,2,0
20197,TEMOZOLOMIDE,TOPOTECAN,UACC62,11.7003691,2,1
20198,TEMOZOLOMIDE,TOPOTECAN,UWB1289,-4.591597564,2,0
20201,TEMOZOLOMIDE,TOPOTECAN,ZR751,-29.68251629,2,0
20204,TOPOTECAN,BEZ-235,A375,24.10423562,1,1
20205,TOPOTECAN,BEZ-235,A427,37.86464677,1,1
20207,TOPOTECAN,BEZ-235,COLO320DM,31.22917282,1,1
20208,TOPOTECAN,BEZ-235,DLD1,20.49457133,1,1
20210,TOPOTECAN,BEZ-235,ES2,16.31012519,1,1
20211,TOPOTECAN,BEZ-235,HCT116,21.17556739,1,1
20212,TOPOTECAN,BEZ-235,HT144,48.75629793,1,1
20213,TOPOTECAN,BEZ-235,HT29,21.72575205,1,1
20214,TOPOTECAN,BEZ-235,KPL1,35.5881672,1,1
20215,TOPOTECAN,BEZ-235,LNCAP,68.80060551,1,1
20216,TOPOTECAN,BEZ-235,LOVO,14.12689082,1,1
20217,TOPOTECAN,BEZ-235,MDAMB436,25.39898136,1,1
20218,TOPOTECAN,BEZ-235,MSTO,15.74403461,1,1
20219,TOPOTECAN,BEZ-235,NCIH1650,21.36557399,1,1
20220,TOPOTECAN,BEZ-235,NCIH2122,18.34027931,1,1
20222,TOPOTECAN,BEZ-235,NCIH460,16.75606742,1,1
20223,TOPOTECAN,BEZ-235,NCIH520,22.1998106,1,1
20224,TOPOTECAN,BEZ-235,OCUBM,-1.460235678,1,0
20226,TOPOTECAN,BEZ-235,OVCAR3,11.51198881,1,1
20227,TOPOTECAN,BEZ-235,PA1,-9.723735107,1,0
20228,TOPOTECAN,BEZ-235,RKO,26.36018076,1,1
20229,TOPOTECAN,BEZ-235,RPMI7951,-2.543142071,1,0
20230,TOPOTECAN,BEZ-235,SKMEL30,23.4691515,1,1
20231,TOPOTECAN,BEZ-235,SKMES1,17.97973372,1,1
20233,TOPOTECAN,BEZ-235,SW620,17.19982758,1,1
20234,TOPOTECAN,BEZ-235,SW837,25.18286399,1,1
20235,TOPOTECAN,BEZ-235,T47D,57.24360015,1,1
20236,TOPOTECAN,BEZ-235,UACC62,24.41310053,1,1
20238,TOPOTECAN,BEZ-235,UWB1289BRCA1,29.34843835,1,1
20239,TOPOTECAN,BEZ-235,VCAP,21.16222094,1,1
20240,TOPOTECAN,BEZ-235,ZR751,23.2342723,1,1
20241,TOPOTECAN,DINACICLIB,A2058,-8.472477693,2,0
20242,TOPOTECAN,DINACICLIB,A2780,-0.66444986,2,0
20243,TOPOTECAN,DINACICLIB,A375,-6.715052888,2,0
20245,TOPOTECAN,DINACICLIB,CAOV3,-1.566734769,2,0
20246,TOPOTECAN,DINACICLIB,COLO320DM,-3.542421579,2,0
20248,TOPOTECAN,DINACICLIB,EFM192B,-4.597923065,2,0
20249,TOPOTECAN,DINACICLIB,ES2,-6.985294531,2,0
20252,TOPOTECAN,DINACICLIB,HT29,-17.07016604,2,0
20253,TOPOTECAN,DINACICLIB,KPL1,13.9105726,2,1
20254,TOPOTECAN,DINACICLIB,LNCAP,-163.0968503,2,0
20255,TOPOTECAN,DINACICLIB,LOVO,-2.24043516,2,0
20258,TOPOTECAN,DINACICLIB,NCIH1650,-29.45369647,2,0
20260,TOPOTECAN,DINACICLIB,NCIH23,-16.75045261,2,0
20261,TOPOTECAN,DINACICLIB,NCIH460,-17.62474375,2,0
20263,TOPOTECAN,DINACICLIB,OCUBM,-10.02756657,2,0
20264,TOPOTECAN,DINACICLIB,OV90,-0.074441106,2,0
20265,TOPOTECAN,DINACICLIB,OVCAR3,-13.89918101,2,0
20266,TOPOTECAN,DINACICLIB,PA1,-8.434209345,2,0
20268,TOPOTECAN,DINACICLIB,RPMI7951,-8.175292953,2,0
20270,TOPOTECAN,DINACICLIB,SKMES1,-14.2633707,2,0
20271,TOPOTECAN,DINACICLIB,SKOV3,-21.79274166,2,0
20272,TOPOTECAN,DINACICLIB,SW620,-1.984011574,2,0
20273,TOPOTECAN,DINACICLIB,SW837,-15.89758946,2,0
20274,TOPOTECAN,DINACICLIB,T47D,-9.764205037,2,0
20275,TOPOTECAN,DINACICLIB,UACC62,10.99981772,2,1
20276,TOPOTECAN,DINACICLIB,UWB1289,-12.18227942,2,0
20277,TOPOTECAN,DINACICLIB,UWB1289BRCA1,-1.940911025,2,0
20278,TOPOTECAN,DINACICLIB,VCAP,-4.531403458,2,0
20280,TOPOTECAN,MK-8776,A2058,41.56384819,4,1
20283,TOPOTECAN,MK-8776,A427,28.95509979,4,1
20285,TOPOTECAN,MK-8776,COLO320DM,17.7517146,4,1
20286,TOPOTECAN,MK-8776,DLD1,12.24335276,4,1
20288,TOPOTECAN,MK-8776,ES2,-6.186443922,4,0
20289,TOPOTECAN,MK-8776,HCT116,12.2187679,4,1
20290,TOPOTECAN,MK-8776,HT144,28.50008464,4,1
20291,TOPOTECAN,MK-8776,HT29,24.07706293,4,1
20292,TOPOTECAN,MK-8776,KPL1,18.6624639,4,1
20293,TOPOTECAN,MK-8776,LNCAP,-138.9528981,4,0
20295,TOPOTECAN,MK-8776,MDAMB436,12.00773808,4,1
20296,TOPOTECAN,MK-8776,MSTO,-6.433455837,4,0
20299,TOPOTECAN,MK-8776,NCIH23,15.31949959,4,1
20300,TOPOTECAN,MK-8776,NCIH460,-34.59841245,4,0
20301,TOPOTECAN,MK-8776,NCIH520,25.24708336,4,1
20302,TOPOTECAN,MK-8776,OCUBM,11.67300027,4,1
20303,TOPOTECAN,MK-8776,OV90,-7.227087298,4,0
20304,TOPOTECAN,MK-8776,OVCAR3,64.52654229,4,1
20305,TOPOTECAN,MK-8776,PA1,-15.91580362,4,0
20307,TOPOTECAN,MK-8776,RPMI7951,-3.257305398,4,0
20308,TOPOTECAN,MK-8776,SKMEL30,61.59177394,4,1
20309,TOPOTECAN,MK-8776,SKMES1,-17.09816322,4,0
20311,TOPOTECAN,MK-8776,SW620,23.70635184,4,1
20312,TOPOTECAN,MK-8776,SW837,13.10090829,4,1
20313,TOPOTECAN,MK-8776,T47D,-49.75887192,4,0
20314,TOPOTECAN,MK-8776,UACC62,-8.774902654,4,0
20316,TOPOTECAN,MK-8776,UWB1289BRCA1,-1.260880967,4,0
20317,TOPOTECAN,MK-8776,VCAP,34.95452145,4,1
20319,TOPOTECAN,SORAFENIB,A2058,-1.564872783,2,0
20325,TOPOTECAN,SORAFENIB,DLD1,10.31131236,2,1
20326,TOPOTECAN,SORAFENIB,EFM192B,-4.322938951,2,0
20327,TOPOTECAN,SORAFENIB,ES2,-1.603023666,2,0
20330,TOPOTECAN,SORAFENIB,HT29,-12.21221116,2,0
20332,TOPOTECAN,SORAFENIB,LNCAP,-6.847502168,2,0
20333,TOPOTECAN,SORAFENIB,LOVO,-4.813212408,2,0
20334,TOPOTECAN,SORAFENIB,MDAMB436,-4.875300207,2,0
20335,TOPOTECAN,SORAFENIB,MSTO,-18.11747083,2,0
20336,TOPOTECAN,SORAFENIB,NCIH1650,-0.100587978,2,0
20338,TOPOTECAN,SORAFENIB,NCIH23,-2.98627311,2,0
20340,TOPOTECAN,SORAFENIB,NCIH520,13.54885898,2,1
20341,TOPOTECAN,SORAFENIB,OCUBM,-12.21012085,2,0
20343,TOPOTECAN,SORAFENIB,OVCAR3,-30.49900045,2,0
20344,TOPOTECAN,SORAFENIB,PA1,-1.116580043,2,0
20346,TOPOTECAN,SORAFENIB,RPMI7951,-0.136591391,2,0
20349,TOPOTECAN,SORAFENIB,SKOV3,-8.143919443,2,0
20351,TOPOTECAN,SORAFENIB,SW837,-7.730108831,2,0
20352,TOPOTECAN,SORAFENIB,T47D,-12.75363736,2,0
20354,TOPOTECAN,SORAFENIB,UWB1289,-5.871132916,2,0
20355,TOPOTECAN,SORAFENIB,UWB1289BRCA1,-3.980011186,2,0
20356,TOPOTECAN,SORAFENIB,VCAP,-5.749697079,2,0
20357,TOPOTECAN,SORAFENIB,ZR751,-15.7705134,2,0
20358,VINBLASTINE,ABT-888,A2058,-6.260305872,3,0
20359,VINBLASTINE,ABT-888,A2780,-33.01039272,3,0
20360,VINBLASTINE,ABT-888,A375,-33.66188078,3,0
20361,VINBLASTINE,ABT-888,A427,-32.17034257,3,0
20362,VINBLASTINE,ABT-888,CAOV3,-38.11192775,3,0
20363,VINBLASTINE,ABT-888,COLO320DM,-3.833855194,3,0
20364,VINBLASTINE,ABT-888,DLD1,-6.102604753,3,0
20365,VINBLASTINE,ABT-888,EFM192B,-7.322745345,3,0
20366,VINBLASTINE,ABT-888,ES2,-12.72149447,3,0
20367,VINBLASTINE,ABT-888,HCT116,-16.55595588,3,0
20368,VINBLASTINE,ABT-888,HT144,-31.95203457,3,0
20369,VINBLASTINE,ABT-888,HT29,-44.09793187,3,0
20370,VINBLASTINE,ABT-888,KPL1,-7.624608024,3,0
20371,VINBLASTINE,ABT-888,LNCAP,-45.33134536,3,0
20372,VINBLASTINE,ABT-888,LOVO,-31.81536286,3,0
20373,VINBLASTINE,ABT-888,MDAMB436,-21.32252366,3,0
20374,VINBLASTINE,ABT-888,MSTO,-6.995458184,3,0
20375,VINBLASTINE,ABT-888,NCIH1650,-29.0083885,3,0
20376,VINBLASTINE,ABT-888,NCIH2122,-21.16777445,3,0
20377,VINBLASTINE,ABT-888,NCIH23,-34.89296572,3,0
20378,VINBLASTINE,ABT-888,NCIH460,-15.35249881,3,0
20379,VINBLASTINE,ABT-888,NCIH520,-13.3486394,3,0
20380,VINBLASTINE,ABT-888,OCUBM,-23.54409867,3,0
20381,VINBLASTINE,ABT-888,OV90,-19.15594557,3,0
20382,VINBLASTINE,ABT-888,OVCAR3,-59.46650735,3,0
20383,VINBLASTINE,ABT-888,PA1,-43.36613864,3,0
20384,VINBLASTINE,ABT-888,RKO,-5.541467635,3,0
20385,VINBLASTINE,ABT-888,RPMI7951,-37.34478721,3,0
20386,VINBLASTINE,ABT-888,SKMEL30,-16.1673518,3,0
20387,VINBLASTINE,ABT-888,SKMES1,-0.485674371,3,0
20388,VINBLASTINE,ABT-888,SKOV3,-5.210869674,3,0
20389,VINBLASTINE,ABT-888,SW620,-5.712796582,3,0
20390,VINBLASTINE,ABT-888,SW837,-30.4198704,3,0
20391,VINBLASTINE,ABT-888,T47D,-19.7234483,3,0
20392,VINBLASTINE,ABT-888,UACC62,-28.21780099,3,0
20393,VINBLASTINE,ABT-888,UWB1289,-34.08171709,3,0
20394,VINBLASTINE,ABT-888,UWB1289BRCA1,-34.80765571,3,0
20395,VINBLASTINE,ABT-888,VCAP,-14.55831433,3,0
20396,VINBLASTINE,ABT-888,ZR751,-50.84000559,3,0
20399,VINBLASTINE,AZD1775,A375,-5.492115217,1,0
20400,VINBLASTINE,AZD1775,A427,-13.28690127,1,0
20401,VINBLASTINE,AZD1775,CAOV3,-7.448189591,1,0
20404,VINBLASTINE,AZD1775,EFM192B,-10.06964235,1,0
20405,VINBLASTINE,AZD1775,ES2,21.07733507,1,1
20407,VINBLASTINE,AZD1775,HT144,11.82619061,1,1
20408,VINBLASTINE,AZD1775,HT29,-6.538344268,1,0
20409,VINBLASTINE,AZD1775,KPL1,11.18542234,1,1
20410,VINBLASTINE,AZD1775,LNCAP,-4.077703147,1,0
20411,VINBLASTINE,AZD1775,LOVO,-0.715024317,1,0
20413,VINBLASTINE,AZD1775,MSTO,-16.17330097,1,0
20414,VINBLASTINE,AZD1775,NCIH1650,11.35576882,1,1
20415,VINBLASTINE,AZD1775,NCIH2122,-23.03504899,1,0
20416,VINBLASTINE,AZD1775,NCIH23,-20.93263176,1,0
20417,VINBLASTINE,AZD1775,NCIH460,-9.214563403,1,0
20419,VINBLASTINE,AZD1775,OCUBM,22.2030878,1,1
20420,VINBLASTINE,AZD1775,OV90,-16.28323135,1,0
20421,VINBLASTINE,AZD1775,OVCAR3,-0.421791954,1,0
20422,VINBLASTINE,AZD1775,PA1,-2.238551974,1,0
20424,VINBLASTINE,AZD1775,RPMI7951,-6.459396672,1,0
20425,VINBLASTINE,AZD1775,SKMEL30,-19.4524336,1,0
20426,VINBLASTINE,AZD1775,SKMES1,-11.09668695,1,0
20427,VINBLASTINE,AZD1775,SKOV3,25.80182474,1,1
20428,VINBLASTINE,AZD1775,SW620,20.37152377,1,1
20429,VINBLASTINE,AZD1775,SW837,-2.702329404,1,0
20430,VINBLASTINE,AZD1775,T47D,-23.22852677,1,0
20431,VINBLASTINE,AZD1775,UACC62,16.56310836,1,1
20432,VINBLASTINE,AZD1775,UWB1289,84.84541796,1,1
20434,VINBLASTINE,AZD1775,VCAP,-10.55449578,1,0
20435,VINBLASTINE,AZD1775,ZR751,-4.531192056,1,0
20436,VINBLASTINE,BEZ-235,A2058,15.83662681,2,1
20437,VINBLASTINE,BEZ-235,A2780,14.78323568,2,1
20438,VINBLASTINE,BEZ-235,A375,33.63772163,2,1
20439,VINBLASTINE,BEZ-235,A427,12.29336011,2,1
20440,VINBLASTINE,BEZ-235,CAOV3,-7.613486858,2,0
20441,VINBLASTINE,BEZ-235,COLO320DM,25.96821401,2,1
20442,VINBLASTINE,BEZ-235,DLD1,19.94175415,2,1
20443,VINBLASTINE,BEZ-235,EFM192B,13.94361083,2,1
20444,VINBLASTINE,BEZ-235,ES2,54.79783766,2,1
20445,VINBLASTINE,BEZ-235,HCT116,22.01341701,2,1
20446,VINBLASTINE,BEZ-235,HT144,37.59751525,2,1
20447,VINBLASTINE,BEZ-235,HT29,12.46231638,2,1
20448,VINBLASTINE,BEZ-235,KPL1,24.20008646,2,1
20449,VINBLASTINE,BEZ-235,LNCAP,11.92927195,2,1
20450,VINBLASTINE,BEZ-235,LOVO,21.06278538,2,1
20451,VINBLASTINE,BEZ-235,MDAMB436,15.6618498,2,1
20452,VINBLASTINE,BEZ-235,MSTO,-15.40433875,2,0
20453,VINBLASTINE,BEZ-235,NCIH1650,22.7832847,2,1
20454,VINBLASTINE,BEZ-235,NCIH2122,-21.71734756,2,0
20455,VINBLASTINE,BEZ-235,NCIH23,-2.378667641,2,0
20456,VINBLASTINE,BEZ-235,NCIH460,22.52552924,2,1
20457,VINBLASTINE,BEZ-235,NCIH520,14.0995353,2,1
20458,VINBLASTINE,BEZ-235,OCUBM,23.9441629,2,1
20459,VINBLASTINE,BEZ-235,OV90,22.68707228,2,1
20460,VINBLASTINE,BEZ-235,OVCAR3,11.4148801,2,1
20462,VINBLASTINE,BEZ-235,RKO,25.65786173,2,1
20464,VINBLASTINE,BEZ-235,SKMEL30,19.43400758,2,1
20465,VINBLASTINE,BEZ-235,SKMES1,17.40616651,2,1
20466,VINBLASTINE,BEZ-235,SKOV3,27.83945666,2,1
20467,VINBLASTINE,BEZ-235,SW620,48.62427914,2,1
20468,VINBLASTINE,BEZ-235,SW837,25.06499142,2,1
20469,VINBLASTINE,BEZ-235,T47D,54.50425259,2,1
20470,VINBLASTINE,BEZ-235,UACC62,23.35084878,2,1
20472,VINBLASTINE,BEZ-235,UWB1289BRCA1,23.73690441,2,1
20473,VINBLASTINE,BEZ-235,VCAP,19.25946438,2,1
20474,VINBLASTINE,BEZ-235,ZR751,19.86156253,2,1
20475,VINBLASTINE,BORTEZOMIB,A2058,-10.55419165,1,0
20476,VINBLASTINE,BORTEZOMIB,A2780,-37.13334543,1,0
20477,VINBLASTINE,BORTEZOMIB,A375,-10.8968315,1,0
20478,VINBLASTINE,BORTEZOMIB,A427,-12.91150452,1,0
20479,VINBLASTINE,BORTEZOMIB,CAOV3,-32.10671184,1,0
20480,VINBLASTINE,BORTEZOMIB,COLO320DM,-8.99467314,1,0
20482,VINBLASTINE,BORTEZOMIB,EFM192B,-28.55673616,1,0
20483,VINBLASTINE,BORTEZOMIB,ES2,16.9704289,1,1
20484,VINBLASTINE,BORTEZOMIB,HCT116,-13.98222264,1,0
20485,VINBLASTINE,BORTEZOMIB,HT144,-17.85957742,1,0
20486,VINBLASTINE,BORTEZOMIB,HT29,-27.19240385,1,0
20488,VINBLASTINE,BORTEZOMIB,LNCAP,-199.2579703,1,0
20490,VINBLASTINE,BORTEZOMIB,MDAMB436,-11.25332847,1,0
20491,VINBLASTINE,BORTEZOMIB,MSTO,-24.78273688,1,0
20492,VINBLASTINE,BORTEZOMIB,NCIH1650,-40.09623514,1,0
20493,VINBLASTINE,BORTEZOMIB,NCIH2122,-38.162152,1,0
20494,VINBLASTINE,BORTEZOMIB,NCIH23,-30.33070495,1,0
20495,VINBLASTINE,BORTEZOMIB,NCIH460,-38.97671729,1,0
20496,VINBLASTINE,BORTEZOMIB,NCIH520,-35.64042528,1,0
20498,VINBLASTINE,BORTEZOMIB,OV90,-17.53033643,1,0
20499,VINBLASTINE,BORTEZOMIB,OVCAR3,-20.31637417,1,0
20500,VINBLASTINE,BORTEZOMIB,PA1,-30.21479815,1,0
20501,VINBLASTINE,BORTEZOMIB,RKO,-10.56821449,1,0
20502,VINBLASTINE,BORTEZOMIB,RPMI7951,-21.52598832,1,0
20503,VINBLASTINE,BORTEZOMIB,SKMEL30,-15.89976665,1,0
20504,VINBLASTINE,BORTEZOMIB,SKMES1,-34.12471001,1,0
20505,VINBLASTINE,BORTEZOMIB,SKOV3,-1.732884934,1,0
20506,VINBLASTINE,BORTEZOMIB,SW620,15.12691776,1,1
20507,VINBLASTINE,BORTEZOMIB,SW837,-9.30170878,1,0
20508,VINBLASTINE,BORTEZOMIB,T47D,-32.24183569,1,0
20509,VINBLASTINE,BORTEZOMIB,UACC62,-29.45041491,1,0
20510,VINBLASTINE,BORTEZOMIB,UWB1289,-27.01475042,1,0
20511,VINBLASTINE,BORTEZOMIB,UWB1289BRCA1,-0.98490179,1,0
20512,VINBLASTINE,BORTEZOMIB,VCAP,-14.05161279,1,0
20513,VINBLASTINE,BORTEZOMIB,ZR751,-32.29125776,1,0
20514,VINBLASTINE,DASATINIB,A2058,41.6650811,0,1
20515,VINBLASTINE,DASATINIB,A2780,39.18536378,0,1
20516,VINBLASTINE,DASATINIB,A375,-6.227297328,0,0
20517,VINBLASTINE,DASATINIB,A427,15.63783605,0,1
20518,VINBLASTINE,DASATINIB,CAOV3,-6.819538466,0,0
20519,VINBLASTINE,DASATINIB,COLO320DM,-12.05615322,0,0
20520,VINBLASTINE,DASATINIB,DLD1,19.08949188,0,1
20521,VINBLASTINE,DASATINIB,EFM192B,27.44391834,0,1
20522,VINBLASTINE,DASATINIB,ES2,11.18416254,0,1
20523,VINBLASTINE,DASATINIB,HCT116,-44.90357203,0,0
20524,VINBLASTINE,DASATINIB,HT144,-39.59713445,0,0
20525,VINBLASTINE,DASATINIB,HT29,-10.93278023,0,0
20527,VINBLASTINE,DASATINIB,LNCAP,-32.69030668,0,0
20528,VINBLASTINE,DASATINIB,LOVO,42.18423999,0,1
20529,VINBLASTINE,DASATINIB,MDAMB436,-3.349819525,0,0
20530,VINBLASTINE,DASATINIB,MSTO,93.43255317,0,1
20531,VINBLASTINE,DASATINIB,NCIH1650,33.55402048,0,1
20532,VINBLASTINE,DASATINIB,NCIH2122,-99.66705551,0,0
20533,VINBLASTINE,DASATINIB,NCIH23,-6.921767338,0,0
20534,VINBLASTINE,DASATINIB,NCIH460,10.69446034,0,1
20535,VINBLASTINE,DASATINIB,NCIH520,39.41310981,0,1
20537,VINBLASTINE,DASATINIB,OV90,-0.434253542,0,0
20538,VINBLASTINE,DASATINIB,OVCAR3,49.17768855,0,1
20540,VINBLASTINE,DASATINIB,RKO,-4.558272452,0,0
20542,VINBLASTINE,DASATINIB,SKMEL30,-34.9381396,0,0
20543,VINBLASTINE,DASATINIB,SKMES1,-9.658091146,0,0
20545,VINBLASTINE,DASATINIB,SW620,22.37840362,0,1
20546,VINBLASTINE,DASATINIB,SW837,20.63883444,0,1
20547,VINBLASTINE,DASATINIB,T47D,-40.10616085,0,0
20549,VINBLASTINE,DASATINIB,UWB1289,-12.62215299,0,0
20551,VINBLASTINE,DASATINIB,VCAP,10.67249367,0,1
20552,VINBLASTINE,DASATINIB,ZR751,-49.88629454,0,0
20553,VINBLASTINE,DINACICLIB,A2058,-17.08245334,0,0
20554,VINBLASTINE,DINACICLIB,A2780,-20.21319358,0,0
20555,VINBLASTINE,DINACICLIB,A375,-3.790668718,0,0
20556,VINBLASTINE,DINACICLIB,A427,-16.62875411,0,0
20557,VINBLASTINE,DINACICLIB,CAOV3,-32.2301558,0,0
20559,VINBLASTINE,DINACICLIB,DLD1,-6.890084527,0,0
20560,VINBLASTINE,DINACICLIB,EFM192B,-8.267184084,0,0
20561,VINBLASTINE,DINACICLIB,ES2,11.8012607,0,1
20562,VINBLASTINE,DINACICLIB,HCT116,-27.32015182,0,0
20563,VINBLASTINE,DINACICLIB,HT144,-13.64174523,0,0
20564,VINBLASTINE,DINACICLIB,HT29,-23.80891416,0,0
20567,VINBLASTINE,DINACICLIB,LOVO,-20.29283824,0,0
20568,VINBLASTINE,DINACICLIB,MDAMB436,-21.74415889,0,0
20569,VINBLASTINE,DINACICLIB,MSTO,-13.02853204,0,0
20570,VINBLASTINE,DINACICLIB,NCIH1650,-21.20039221,0,0
20571,VINBLASTINE,DINACICLIB,NCIH2122,-37.84606202,0,0
20572,VINBLASTINE,DINACICLIB,NCIH23,-31.19458031,0,0
20573,VINBLASTINE,DINACICLIB,NCIH460,-15.32815597,0,0
20574,VINBLASTINE,DINACICLIB,NCIH520,-31.63086613,0,0
20575,VINBLASTINE,DINACICLIB,OCUBM,-8.470904641,0,0
20576,VINBLASTINE,DINACICLIB,OV90,-26.25964814,0,0
20577,VINBLASTINE,DINACICLIB,OVCAR3,-18.55567037,0,0
20578,VINBLASTINE,DINACICLIB,PA1,-26.78541099,0,0
20579,VINBLASTINE,DINACICLIB,RKO,-0.017717894,0,0
20580,VINBLASTINE,DINACICLIB,RPMI7951,-11.12907649,0,0
20581,VINBLASTINE,DINACICLIB,SKMEL30,-9.587567124,0,0
20582,VINBLASTINE,DINACICLIB,SKMES1,-27.53005918,0,0
20583,VINBLASTINE,DINACICLIB,SKOV3,-21.12419762,0,0
20584,VINBLASTINE,DINACICLIB,SW620,12.6922487,0,1
20585,VINBLASTINE,DINACICLIB,SW837,-19.21834825,0,0
20586,VINBLASTINE,DINACICLIB,T47D,-59.97465657,0,0
