,drug1,drug2,cell,score,label,SynClass
10786,TEMOZOLOMIDE,PD325901,SKMES1,-15.06437597,0,0
10787,TEMOZOLOMIDE,PD325901,SKOV3,-18.88124937,0,0
10790,TEMOZOLOMIDE,PD325901,T47D,-13.59839648,0,0
10791,TEMOZOLOMIDE,PD325901,UACC62,-10.37817968,0,0
10792,TEMOZOLOMIDE,PD325901,VCAP,-31.43592561,0,0
10793,TEMOZOLOMIDE,PD325901,ZR751,-36.25157619,0,0
10795,TEMOZOLOMIDE,SN-38,CAOV3,-38.35767411,0,0
10797,TEMOZOLOMIDE,SN-38,HT144,-35.9449781,0,0
10799,TEMOZOLOMIDE,SN-38,KPL1,-17.39078427,0,0
10800,TEMOZOLOMIDE,SN-38,LOVO,-29.84824188,0,0
10803,TEMOZOLOMIDE,SN-38,NCIH1650,-33.43385696,0,0
10804,TEMOZOLOMIDE,SN-38,NCIH2122,-13.72631485,0,0
10805,TEMOZOLOMIDE,SN-38,NCIH23,-19.76704375,0,0
10806,TEMOZOLOMIDE,SN-38,NCIH460,-14.7813804,0,0
10808,TEMOZOLOMIDE,SN-38,OV90,-19.00683575,0,0
10809,TEMOZOLOMIDE,SN-38,RKO,-12.0477968,0,0
10811,TEMOZOLOMIDE,SN-38,SKOV3,-22.21048262,0,0
10812,TEMOZOLOMIDE,SN-38,SW837,-37.07104306,0,0
10813,TEMOZOLOMIDE,SN-38,T47D,-81.09317162,0,0
10815,TEMOZOLOMIDE,SN-38,VCAP,-12.43379703,0,0
10816,TEMOZOLOMIDE,SN-38,ZR751,-64.47985647,0,0
10819,TEMOZOLOMIDE,SORAFENIB,A427,22.68068564,1,1
10823,TEMOZOLOMIDE,SORAFENIB,LNCAP,-11.4422593,0,0
10825,TEMOZOLOMIDE,SORAFENIB,MSTO,-11.09112855,0,0
10833,TEMOZOLOMIDE,SORAFENIB,SKMES1,24.59771309,1,1
10838,TEMOZOLOMIDE,SORAFENIB,ZR751,-34.87701752,0,0
10845,TEMOZOLOMIDE,TOPOTECAN,LNCAP,-130.8320847,0,0
10849,TEMOZOLOMIDE,TOPOTECAN,NCIH460,-15.65452065,0,0
10850,TEMOZOLOMIDE,TOPOTECAN,SKMEL30,20.6515056,1,1
10851,TEMOZOLOMIDE,TOPOTECAN,SKMES1,22.16661787,1,1
10852,TEMOZOLOMIDE,TOPOTECAN,SKOV3,-14.20781623,0,0
10854,TEMOZOLOMIDE,TOPOTECAN,SW837,-12.06393634,0,0
10856,TEMOZOLOMIDE,TOPOTECAN,ZR751,-29.68251629,0,0
10857,TOPOTECAN,BEZ-235,A375,24.10423562,1,1
10858,TOPOTECAN,BEZ-235,A427,37.86464677,1,1
10860,TOPOTECAN,BEZ-235,HCT116,21.17556739,1,1
10861,TOPOTECAN,BEZ-235,HT144,48.75629793,1,1
10862,TOPOTECAN,BEZ-235,HT29,21.72575205,1,1
10863,TOPOTECAN,BEZ-235,KPL1,35.5881672,1,1
10864,TOPOTECAN,BEZ-235,LNCAP,68.80060551,1,1
10866,TOPOTECAN,BEZ-235,MDAMB436,25.39898136,1,1
10868,TOPOTECAN,BEZ-235,NCIH1650,21.36557399,1,1
10871,TOPOTECAN,BEZ-235,NCIH520,22.1998106,1,1
10872,TOPOTECAN,BEZ-235,RKO,26.36018076,1,1
10874,TOPOTECAN,BEZ-235,SKMEL30,23.4691515,1,1
10877,TOPOTECAN,BEZ-235,SW837,25.18286399,1,1
10878,TOPOTECAN,BEZ-235,T47D,57.24360015,1,1
10879,TOPOTECAN,BEZ-235,UACC62,24.41310053,1,1
10880,TOPOTECAN,BEZ-235,VCAP,21.16222094,1,1
10881,TOPOTECAN,BEZ-235,ZR751,23.2342723,1,1
10887,TOPOTECAN,DINACICLIB,HT29,-17.07016604,0,0
10889,TOPOTECAN,DINACICLIB,LNCAP,-163.0968503,0,0
10891,TOPOTECAN,DINACICLIB,NCIH1650,-29.45369647,0,0
10892,TOPOTECAN,DINACICLIB,NCIH23,-16.75045261,0,0
10893,TOPOTECAN,DINACICLIB,NCIH460,-17.62474375,0,0
10896,TOPOTECAN,DINACICLIB,SKMES1,-14.2633707,0,0
10897,TOPOTECAN,DINACICLIB,SKOV3,-21.79274166,0,0
10899,TOPOTECAN,DINACICLIB,SW837,-15.89758946,0,0
10903,TOPOTECAN,MK-8776,A2058,41.56384819,1,1
10904,TOPOTECAN,MK-8776,A427,28.95509979,1,1
10907,TOPOTECAN,MK-8776,HT144,28.50008464,1,1
10908,TOPOTECAN,MK-8776,HT29,24.07706293,1,1
10910,TOPOTECAN,MK-8776,LNCAP,-138.9528981,0,0
10914,TOPOTECAN,MK-8776,NCIH460,-34.59841245,0,0
10915,TOPOTECAN,MK-8776,NCIH520,25.24708336,1,1
10918,TOPOTECAN,MK-8776,SKMEL30,61.59177394,1,1
10919,TOPOTECAN,MK-8776,SKMES1,-17.09816322,0,0
10920,TOPOTECAN,MK-8776,SW620,23.70635184,1,1
10922,TOPOTECAN,MK-8776,T47D,-49.75887192,0,0
10924,TOPOTECAN,MK-8776,VCAP,34.95452145,1,1
10927,TOPOTECAN,SORAFENIB,HT29,-12.21221116,0,0
10931,TOPOTECAN,SORAFENIB,MSTO,-18.11747083,0,0
10938,TOPOTECAN,SORAFENIB,T47D,-12.75363736,0,0
10940,TOPOTECAN,SORAFENIB,ZR751,-15.7705134,0,0
10942,VINBLASTINE,ABT-888,A2780,-33.01039272,0,0
10943,VINBLASTINE,ABT-888,A375,-33.66188078,0,0
10944,VINBLASTINE,ABT-888,A427,-32.17034257,0,0
10945,VINBLASTINE,ABT-888,CAOV3,-38.11192775,0,0
10946,VINBLASTINE,ABT-888,ES2,-12.72149447,0,0
10947,VINBLASTINE,ABT-888,HCT116,-16.55595588,0,0
10948,VINBLASTINE,ABT-888,HT144,-31.95203457,0,0
10949,VINBLASTINE,ABT-888,HT29,-44.09793187,0,0
10951,VINBLASTINE,ABT-888,LNCAP,-45.33134536,0,0
10952,VINBLASTINE,ABT-888,LOVO,-31.81536286,0,0
10953,VINBLASTINE,ABT-888,MDAMB436,-21.32252366,0,0
10955,VINBLASTINE,ABT-888,NCIH1650,-29.0083885,0,0
10956,VINBLASTINE,ABT-888,NCIH2122,-21.16777445,0,0
10957,VINBLASTINE,ABT-888,NCIH23,-34.89296572,0,0
10958,VINBLASTINE,ABT-888,NCIH460,-15.35249881,0,0
10959,VINBLASTINE,ABT-888,NCIH520,-13.3486394,0,0
10960,VINBLASTINE,ABT-888,OV90,-19.15594557,0,0
10962,VINBLASTINE,ABT-888,RPMI7951,-37.34478721,0,0
10963,VINBLASTINE,ABT-888,SKMEL30,-16.1673518,0,0
10967,VINBLASTINE,ABT-888,SW837,-30.4198704,0,0
10968,VINBLASTINE,ABT-888,T47D,-19.7234483,0,0
10969,VINBLASTINE,ABT-888,UACC62,-28.21780099,0,0
10970,VINBLASTINE,ABT-888,VCAP,-14.55831433,0,0
10971,VINBLASTINE,ABT-888,ZR751,-50.84000559,0,0
10973,VINBLASTINE,AZD1775,A427,-13.28690127,0,0
10975,VINBLASTINE,AZD1775,ES2,21.07733507,1,1
10981,VINBLASTINE,AZD1775,MSTO,-16.17330097,0,0
10983,VINBLASTINE,AZD1775,NCIH2122,-23.03504899,0,0
10984,VINBLASTINE,AZD1775,NCIH23,-20.93263176,0,0
10986,VINBLASTINE,AZD1775,OV90,-16.28323135,0,0
10988,VINBLASTINE,AZD1775,SKMEL30,-19.4524336,0,0
10989,VINBLASTINE,AZD1775,SKMES1,-11.09668695,0,0
10990,VINBLASTINE,AZD1775,SKOV3,25.80182474,1,1
10991,VINBLASTINE,AZD1775,SW620,20.37152377,1,1
10993,VINBLASTINE,AZD1775,T47D,-23.22852677,0,0
10995,VINBLASTINE,AZD1775,VCAP,-10.55449578,0,0
10999,VINBLASTINE,BEZ-235,A375,33.63772163,1,1
11002,VINBLASTINE,BEZ-235,ES2,54.79783766,1,1
11003,VINBLASTINE,BEZ-235,HCT116,22.01341701,1,1
11004,VINBLASTINE,BEZ-235,HT144,37.59751525,1,1
11006,VINBLASTINE,BEZ-235,KPL1,24.20008646,1,1
11008,VINBLASTINE,BEZ-235,LOVO,21.06278538,1,1
11010,VINBLASTINE,BEZ-235,MSTO,-15.40433875,0,0
11011,VINBLASTINE,BEZ-235,NCIH1650,22.7832847,1,1
11012,VINBLASTINE,BEZ-235,NCIH2122,-21.71734756,0,0
11014,VINBLASTINE,BEZ-235,NCIH460,22.52552924,1,1
11016,VINBLASTINE,BEZ-235,OV90,22.68707228,1,1
11017,VINBLASTINE,BEZ-235,RKO,25.65786173,1,1
11020,VINBLASTINE,BEZ-235,SKOV3,27.83945666,1,1
11021,VINBLASTINE,BEZ-235,SW620,48.62427914,1,1
11022,VINBLASTINE,BEZ-235,SW837,25.06499142,1,1
11023,VINBLASTINE,BEZ-235,T47D,54.50425259,1,1
11024,VINBLASTINE,BEZ-235,UACC62,23.35084878,1,1
11027,VINBLASTINE,BORTEZOMIB,A2058,-10.55419165,0,0
11028,VINBLASTINE,BORTEZOMIB,A2780,-37.13334543,0,0
11029,VINBLASTINE,BORTEZOMIB,A375,-10.8968315,0,0
11030,VINBLASTINE,BORTEZOMIB,A427,-12.91150452,0,0
11031,VINBLASTINE,BORTEZOMIB,CAOV3,-32.10671184,0,0
11033,VINBLASTINE,BORTEZOMIB,HCT116,-13.98222264,0,0
11034,VINBLASTINE,BORTEZOMIB,HT144,-17.85957742,0,0
11035,VINBLASTINE,BORTEZOMIB,HT29,-27.19240385,0,0
11036,VINBLASTINE,BORTEZOMIB,LNCAP,-199.2579703,0,0
11037,VINBLASTINE,BORTEZOMIB,MDAMB436,-11.25332847,0,0
11038,VINBLASTINE,BORTEZOMIB,MSTO,-24.78273688,0,0
11039,VINBLASTINE,BORTEZOMIB,NCIH1650,-40.09623514,0,0
11040,VINBLASTINE,BORTEZOMIB,NCIH2122,-38.162152,0,0
11041,VINBLASTINE,BORTEZOMIB,NCIH23,-30.33070495,0,0
11042,VINBLASTINE,BORTEZOMIB,NCIH460,-38.97671729,0,0
11043,VINBLASTINE,BORTEZOMIB,NCIH520,-35.64042528,0,0
11044,VINBLASTINE,BORTEZOMIB,OV90,-17.53033643,0,0
11045,VINBLASTINE,BORTEZOMIB,RKO,-10.56821449,0,0
11046,VINBLASTINE,BORTEZOMIB,RPMI7951,-21.52598832,0,0
11047,VINBLASTINE,BORTEZOMIB,SKMEL30,-15.89976665,0,0
11048,VINBLASTINE,BORTEZOMIB,SKMES1,-34.12471001,0,0
11052,VINBLASTINE,BORTEZOMIB,T47D,-32.24183569,0,0
11053,VINBLASTINE,BORTEZOMIB,UACC62,-29.45041491,0,0
11054,VINBLASTINE,BORTEZOMIB,VCAP,-14.05161279,0,0
11055,VINBLASTINE,BORTEZOMIB,ZR751,-32.29125776,0,0
11056,VINBLASTINE,DASATINIB,A2058,41.6650811,1,1
11057,VINBLASTINE,DASATINIB,A2780,39.18536378,1,1
11062,VINBLASTINE,DASATINIB,HCT116,-44.90357203,0,0
11063,VINBLASTINE,DASATINIB,HT144,-39.59713445,0,0
11064,VINBLASTINE,DASATINIB,HT29,-10.93278023,0,0
11065,VINBLASTINE,DASATINIB,LNCAP,-32.69030668,0,0
11066,VINBLASTINE,DASATINIB,LOVO,42.18423999,1,1
11068,VINBLASTINE,DASATINIB,MSTO,93.43255317,1,1
11069,VINBLASTINE,DASATINIB,NCIH1650,33.55402048,1,1
11070,VINBLASTINE,DASATINIB,NCIH2122,-99.66705551,0,0
11073,VINBLASTINE,DASATINIB,NCIH520,39.41310981,1,1
11076,VINBLASTINE,DASATINIB,SKMEL30,-34.9381396,0,0
11078,VINBLASTINE,DASATINIB,SW620,22.37840362,1,1
11079,VINBLASTINE,DASATINIB,SW837,20.63883444,1,1
11080,VINBLASTINE,DASATINIB,T47D,-40.10616085,0,0
11082,VINBLASTINE,DASATINIB,ZR751,-49.88629454,0,0
11083,VINBLASTINE,DINACICLIB,A2058,-17.08245334,0,0
11084,VINBLASTINE,DINACICLIB,A2780,-20.21319358,0,0
11086,VINBLASTINE,DINACICLIB,A427,-16.62875411,0,0
11087,VINBLASTINE,DINACICLIB,CAOV3,-32.2301558,0,0
11089,VINBLASTINE,DINACICLIB,HCT116,-27.32015182,0,0
11090,VINBLASTINE,DINACICLIB,HT144,-13.64174523,0,0
11091,VINBLASTINE,DINACICLIB,HT29,-23.80891416,0,0
11092,VINBLASTINE,DINACICLIB,LOVO,-20.29283824,0,0
11093,VINBLASTINE,DINACICLIB,MDAMB436,-21.74415889,0,0
11094,VINBLASTINE,DINACICLIB,MSTO,-13.02853204,0,0
11095,VINBLASTINE,DINACICLIB,NCIH1650,-21.20039221,0,0
11096,VINBLASTINE,DINACICLIB,NCIH2122,-37.84606202,0,0
11097,VINBLASTINE,DINACICLIB,NCIH23,-31.19458031,0,0
11098,VINBLASTINE,DINACICLIB,NCIH460,-15.32815597,0,0
11099,VINBLASTINE,DINACICLIB,NCIH520,-31.63086613,0,0
11100,VINBLASTINE,DINACICLIB,OV90,-26.25964814,0,0
11102,VINBLASTINE,DINACICLIB,RPMI7951,-11.12907649,0,0
11104,VINBLASTINE,DINACICLIB,SKMES1,-27.53005918,0,0
11105,VINBLASTINE,DINACICLIB,SKOV3,-21.12419762,0,0
11107,VINBLASTINE,DINACICLIB,SW837,-19.21834825,0,0
11108,VINBLASTINE,DINACICLIB,T47D,-59.97465657,0,0
11110,VINBLASTINE,DINACICLIB,VCAP,-16.98016101,0,0
11111,VINBLASTINE,DINACICLIB,ZR751,-30.90163936,0,0
11112,VINBLASTINE,ERLOTINIB,A2058,85.57939365,1,1
11113,VINBLASTINE,ERLOTINIB,A375,45.22157703,1,1
11114,VINBLASTINE,ERLOTINIB,A427,26.87059183,1,1
11115,VINBLASTINE,ERLOTINIB,CAOV3,23.24715405,1,1
11116,VINBLASTINE,ERLOTINIB,ES2,58.79504997,1,1
11117,VINBLASTINE,ERLOTINIB,HCT116,71.50881052,1,1
11118,VINBLASTINE,ERLOTINIB,HT144,33.69883247,1,1
11119,VINBLASTINE,ERLOTINIB,HT29,49.68847538,1,1
11120,VINBLASTINE,ERLOTINIB,KPL1,44.65469026,1,1
11122,VINBLASTINE,ERLOTINIB,LOVO,42.3579718,1,1
11125,VINBLASTINE,ERLOTINIB,NCIH2122,39.33975616,1,1
11127,VINBLASTINE,ERLOTINIB,NCIH460,55.54657753,1,1
11128,VINBLASTINE,ERLOTINIB,NCIH520,39.94346161,1,1
11130,VINBLASTINE,ERLOTINIB,RKO,64.85230465,1,1
11132,VINBLASTINE,ERLOTINIB,SKMEL30,43.33310365,1,1
11133,VINBLASTINE,ERLOTINIB,SKMES1,28.62470543,1,1
11134,VINBLASTINE,ERLOTINIB,SKOV3,41.011108,1,1
11135,VINBLASTINE,ERLOTINIB,SW620,59.56206452,1,1
11136,VINBLASTINE,ERLOTINIB,SW837,54.25688552,1,1
11137,VINBLASTINE,ERLOTINIB,T47D,-14.05261606,0,0
11138,VINBLASTINE,ERLOTINIB,UACC62,32.31482524,1,1
11139,VINBLASTINE,ERLOTINIB,VCAP,114.6457311,1,1
11140,VINBLASTINE,ERLOTINIB,ZR751,40.44572347,1,1
11141,VINBLASTINE,GELDANAMYCIN,A2058,-12.87229487,0,0
11142,VINBLASTINE,GELDANAMYCIN,A2780,-18.22399153,0,0
11144,VINBLASTINE,GELDANAMYCIN,A427,-12.00738927,0,0
11145,VINBLASTINE,GELDANAMYCIN,CAOV3,-30.65969489,0,0
11146,VINBLASTINE,GELDANAMYCIN,HCT116,-16.39905805,0,0
11147,VINBLASTINE,GELDANAMYCIN,HT144,-17.92428323,0,0
11148,VINBLASTINE,GELDANAMYCIN,HT29,-35.70527713,0,0
11149,VINBLASTINE,GELDANAMYCIN,KPL1,-14.93310888,0,0
11150,VINBLASTINE,GELDANAMYCIN,LNCAP,-148.2415814,0,0
11151,VINBLASTINE,GELDANAMYCIN,LOVO,-28.62431489,0,0
11153,VINBLASTINE,GELDANAMYCIN,MSTO,-57.27205328,0,0
11154,VINBLASTINE,GELDANAMYCIN,NCIH1650,-26.43318161,0,0
11155,VINBLASTINE,GELDANAMYCIN,NCIH2122,-41.98659526,0,0
11156,VINBLASTINE,GELDANAMYCIN,NCIH23,-24.91058246,0,0
11157,VINBLASTINE,GELDANAMYCIN,NCIH460,-29.03978051,0,0
11158,VINBLASTINE,GELDANAMYCIN,NCIH520,-21.14714659,0,0
11159,VINBLASTINE,GELDANAMYCIN,OV90,-24.72680222,0,0
11161,VINBLASTINE,GELDANAMYCIN,RPMI7951,-11.90252931,0,0
11162,VINBLASTINE,GELDANAMYCIN,SKMEL30,-18.15600231,0,0
11163,VINBLASTINE,GELDANAMYCIN,SKMES1,-23.27499983,0,0
11166,VINBLASTINE,GELDANAMYCIN,SW837,-30.91373154,0,0
11167,VINBLASTINE,GELDANAMYCIN,T47D,-16.3040975,0,0
11168,VINBLASTINE,GELDANAMYCIN,UACC62,-77.82985735,0,0
11170,VINBLASTINE,GELDANAMYCIN,ZR751,-21.41855019,0,0
11171,VINBLASTINE,L778123,A2058,82.51665184,1,1
11172,VINBLASTINE,L778123,A375,34.22899361,1,1
11173,VINBLASTINE,L778123,A427,46.06766584,1,1
11175,VINBLASTINE,L778123,ES2,42.75639743,1,1
11176,VINBLASTINE,L778123,HCT116,29.99272324,1,1
11177,VINBLASTINE,L778123,HT144,28.3572738,1,1
11178,VINBLASTINE,L778123,HT29,29.80102376,1,1
11179,VINBLASTINE,L778123,LNCAP,-85.75874254,0,0
11181,VINBLASTINE,L778123,MDAMB436,23.10617121,1,1
11183,VINBLASTINE,L778123,NCIH1650,30.84218436,1,1
11185,VINBLASTINE,L778123,NCIH23,22.60535378,1,1
11186,VINBLASTINE,L778123,NCIH460,29.74340745,1,1
11188,VINBLASTINE,L778123,OV90,37.34672381,1,1
11189,VINBLASTINE,L778123,RKO,42.86699365,1,1
11190,VINBLASTINE,L778123,RPMI7951,22.57468317,1,1
11191,VINBLASTINE,L778123,SKMEL30,20.98314015,1,1
11192,VINBLASTINE,L778123,SKMES1,23.19915772,1,1
11193,VINBLASTINE,L778123,SKOV3,33.79519346,1,1
11194,VINBLASTINE,L778123,SW620,54.0558313,1,1
11195,VINBLASTINE,L778123,SW837,44.26821981,1,1
11196,VINBLASTINE,L778123,T47D,20.39818072,1,1
11197,VINBLASTINE,L778123,UACC62,21.25294408,1,1
11198,VINBLASTINE,L778123,VCAP,53.11094325,1,1
11200,VINBLASTINE,LAPATINIB,A2058,28.72204641,1,1
11202,VINBLASTINE,LAPATINIB,A375,22.83658596,1,1
11203,VINBLASTINE,LAPATINIB,A427,-34.8937392,0,0
11206,VINBLASTINE,LAPATINIB,HT29,-10.92119874,0,0
11207,VINBLASTINE,LAPATINIB,LNCAP,-29.05116225,0,0
11208,VINBLASTINE,LAPATINIB,LOVO,33.08985674,1,1
11209,VINBLASTINE,LAPATINIB,MDAMB436,-15.41813187,0,0
11211,VINBLASTINE,LAPATINIB,NCIH2122,-24.98687907,0,0
11212,VINBLASTINE,LAPATINIB,NCIH23,-10.5428104,0,0
11214,VINBLASTINE,LAPATINIB,OV90,-18.18239461,0,0
11215,VINBLASTINE,LAPATINIB,RKO,-14.77233304,0,0
11217,VINBLASTINE,LAPATINIB,SKMEL30,-10.25160505,0,0
11219,VINBLASTINE,LAPATINIB,SW837,33.39639297,1,1
11220,VINBLASTINE,LAPATINIB,T47D,-33.91977071,0,0
11224,VINBLASTINE,MK-2206,A375,20.50186319,1,1
11225,VINBLASTINE,MK-2206,A427,-31.09447208,0,0
11227,VINBLASTINE,MK-2206,HCT116,-19.9160462,0,0
11228,VINBLASTINE,MK-2206,HT144,24.67751112,1,1
11230,VINBLASTINE,MK-2206,KPL1,20.91663669,1,1
11233,VINBLASTINE,MK-2206,MDAMB436,-13.84621056,0,0
11234,VINBLASTINE,MK-2206,MSTO,46.76569279,1,1
11235,VINBLASTINE,MK-2206,NCIH2122,-34.7974911,0,0
11241,VINBLASTINE,MK-2206,UACC62,28.97072492,1,1
11243,VINBLASTINE,MK-4827,A2058,-13.3879235,0,0
11244,VINBLASTINE,MK-4827,A2780,-11.40134251,0,0
11245,VINBLASTINE,MK-4827,A375,-18.96388412,0,0
11246,VINBLASTINE,MK-4827,A427,-12.06344511,0,0
11247,VINBLASTINE,MK-4827,CAOV3,-33.48756779,0,0
11251,VINBLASTINE,MK-4827,HT29,-10.08507429,0,0
11252,VINBLASTINE,MK-4827,LNCAP,-46.64719467,0,0
11256,VINBLASTINE,MK-4827,NCIH23,-26.15634803,0,0
11257,VINBLASTINE,MK-4827,NCIH520,-18.66022759,0,0
11258,VINBLASTINE,MK-4827,OV90,-15.82092885,0,0
11262,VINBLASTINE,MK-4827,SKOV3,21.07144249,1,1
11263,VINBLASTINE,MK-4827,SW620,30.93184487,1,1
11264,VINBLASTINE,MK-4827,SW837,-21.71800764,0,0
11265,VINBLASTINE,MK-4827,T47D,-48.76345081,0,0
11269,VINBLASTINE,MK-5108,A2058,23.69537252,1,1
11271,VINBLASTINE,MK-5108,HCT116,21.84395569,1,1
11273,VINBLASTINE,MK-5108,HT29,41.01907392,1,1
11276,VINBLASTINE,MK-5108,MSTO,29.37038012,1,1
11277,VINBLASTINE,MK-5108,NCIH1650,20.87386169,1,1
11281,VINBLASTINE,MK-5108,RKO,41.33619823,1,1
11283,VINBLASTINE,MK-5108,SKMEL30,28.6090276,1,1
11285,VINBLASTINE,MK-5108,SKOV3,25.39738061,1,1
11286,VINBLASTINE,MK-5108,SW620,37.52096948,1,1
11287,VINBLASTINE,MK-5108,SW837,36.25399761,1,1
11289,VINBLASTINE,MK-5108,VCAP,39.35686611,1,1
11291,VINBLASTINE,MK-8669,A2058,50.48578982,1,1
11294,VINBLASTINE,MK-8669,ES2,23.62142238,1,1
11295,VINBLASTINE,MK-8669,HCT116,-19.22634478,0,0
11296,VINBLASTINE,MK-8669,HT144,23.29859282,1,1
11297,VINBLASTINE,MK-8669,KPL1,58.50727318,1,1
11299,VINBLASTINE,MK-8669,LOVO,32.69924727,1,1
11301,VINBLASTINE,MK-8669,MSTO,69.31644893,1,1
11309,VINBLASTINE,MK-8669,RPMI7951,20.07000003,1,1
11310,VINBLASTINE,MK-8669,SKMEL30,30.07980797,1,1
11311,VINBLASTINE,MK-8669,SKMES1,20.11197445,1,1
11312,VINBLASTINE,MK-8669,SKOV3,40.58721873,1,1
11313,VINBLASTINE,MK-8669,SW620,22.7495252,1,1
11314,VINBLASTINE,MK-8669,T47D,32.45522961,1,1
11315,VINBLASTINE,MK-8669,UACC62,29.64229297,1,1
11316,VINBLASTINE,MK-8669,VCAP,31.85489656,1,1
11317,VINBLASTINE,MK-8669,ZR751,23.22303048,1,1
11319,VINBLASTINE,MK-8776,A2780,-13.29820428,0,0
11321,VINBLASTINE,MK-8776,A427,-22.15026766,0,0
11323,VINBLASTINE,MK-8776,ES2,22.81604465,1,1
11325,VINBLASTINE,MK-8776,HT29,-18.85023674,0,0
11328,VINBLASTINE,MK-8776,MDAMB436,-11.27802511,0,0
11331,VINBLASTINE,MK-8776,NCIH2122,-48.00194577,0,0
11332,VINBLASTINE,MK-8776,NCIH23,-21.19126682,0,0
11335,VINBLASTINE,MK-8776,OV90,-10.43451866,0,0
11336,VINBLASTINE,MK-8776,RPMI7951,-28.90426431,0,0
11338,VINBLASTINE,MK-8776,SKMES1,-23.38064444,0,0
11339,VINBLASTINE,MK-8776,SW837,-30.7718173,0,0
11340,VINBLASTINE,MK-8776,T47D,-91.15214814,0,0
11341,VINBLASTINE,MK-8776,ZR751,-30.28771582,0,0
11345,VINBLASTINE,PD325901,CAOV3,-13.90924947,0,0
11346,VINBLASTINE,PD325901,ES2,33.91110573,1,1
11348,VINBLASTINE,PD325901,HT144,24.45758398,1,1
11349,VINBLASTINE,PD325901,HT29,-25.20453316,0,0
11350,VINBLASTINE,PD325901,KPL1,20.09543514,1,1
11354,VINBLASTINE,PD325901,NCIH2122,-30.45103376,0,0
11359,VINBLASTINE,PD325901,RKO,29.23276387,1,1
11362,VINBLASTINE,PD325901,SKMES1,-13.0645656,0,0
11364,VINBLASTINE,PD325901,SW620,21.10617037,1,1
11366,VINBLASTINE,PD325901,T47D,28.22259945,1,1
11367,VINBLASTINE,PD325901,ZR751,-19.26690345,0,0
11368,VINBLASTINE,SORAFENIB,A2058,25.4344919,1,1
11373,VINBLASTINE,SORAFENIB,ES2,34.59434216,1,1
11374,VINBLASTINE,SORAFENIB,HCT116,22.70004511,1,1
11380,VINBLASTINE,SORAFENIB,MSTO,-12.61543566,0,0
11383,VINBLASTINE,SORAFENIB,RKO,29.17794342,1,1
11387,VINBLASTINE,SORAFENIB,SKOV3,25.08227257,1,1
11388,VINBLASTINE,SORAFENIB,SW620,35.17248524,1,1
11390,VINBLASTINE,SORAFENIB,VCAP,39.73514779,1,1
11395,VINBLASTINE,SUNITINIB,HT29,-11.52411698,0,0
11397,VINBLASTINE,SUNITINIB,LNCAP,-19.48486642,0,0
11400,VINBLASTINE,SUNITINIB,MSTO,-12.15852725,0,0
11401,VINBLASTINE,SUNITINIB,NCIH23,-18.86316063,0,0
11405,VINBLASTINE,SUNITINIB,RPMI7951,-18.02883515,0,0
11406,VINBLASTINE,SUNITINIB,SKMEL30,-10.29952621,0,0
11408,VINBLASTINE,SUNITINIB,SW620,25.16921451,1,1
11410,VINBLASTINE,SUNITINIB,T47D,-18.93567274,0,0
11411,VINBLASTINE,SUNITINIB,ZR751,-11.21871505,0,0
11412,VINBLASTINE,TEMOZOLOMIDE,A2058,-30.26061865,0,0
11413,VINBLASTINE,TEMOZOLOMIDE,A2780,-56.27267644,0,0
11414,VINBLASTINE,TEMOZOLOMIDE,A375,-48.27094461,0,0
11415,VINBLASTINE,TEMOZOLOMIDE,A427,-35.19215535,0,0
11416,VINBLASTINE,TEMOZOLOMIDE,CAOV3,-114.9141752,0,0
11417,VINBLASTINE,TEMOZOLOMIDE,HCT116,-51.71582004,0,0
11418,VINBLASTINE,TEMOZOLOMIDE,HT144,-39.51605145,0,0
11419,VINBLASTINE,TEMOZOLOMIDE,HT29,-50.04582904,0,0
11420,VINBLASTINE,TEMOZOLOMIDE,KPL1,-19.88835922,0,0
11421,VINBLASTINE,TEMOZOLOMIDE,LNCAP,-59.71002754,0,0
11422,VINBLASTINE,TEMOZOLOMIDE,LOVO,-51.81234071,0,0
11423,VINBLASTINE,TEMOZOLOMIDE,MDAMB436,-29.25713371,0,0
11424,VINBLASTINE,TEMOZOLOMIDE,MSTO,-28.44300092,0,0
11425,VINBLASTINE,TEMOZOLOMIDE,NCIH1650,-44.15303893,0,0
11426,VINBLASTINE,TEMOZOLOMIDE,NCIH2122,-73.23152034,0,0
11427,VINBLASTINE,TEMOZOLOMIDE,NCIH23,-61.87395914,0,0
11428,VINBLASTINE,TEMOZOLOMIDE,NCIH460,-28.13013035,0,0
11429,VINBLASTINE,TEMOZOLOMIDE,NCIH520,-49.44226194,0,0
11430,VINBLASTINE,TEMOZOLOMIDE,OV90,-28.97810547,0,0
11431,VINBLASTINE,TEMOZOLOMIDE,RKO,-24.27092453,0,0
11432,VINBLASTINE,TEMOZOLOMIDE,RPMI7951,-52.57228832,0,0
11433,VINBLASTINE,TEMOZOLOMIDE,SKMEL30,-26.15567032,0,0
11434,VINBLASTINE,TEMOZOLOMIDE,SKMES1,-34.01315952,0,0
11435,VINBLASTINE,TEMOZOLOMIDE,SKOV3,-52.46322561,0,0
11437,VINBLASTINE,TEMOZOLOMIDE,SW837,-33.04587576,0,0
11438,VINBLASTINE,TEMOZOLOMIDE,T47D,-134.8040987,0,0
11439,VINBLASTINE,TEMOZOLOMIDE,UACC62,-23.07310332,0,0
