,drug1,drug2,cell,synergy,fold,SynClass
20104,TEMOZOLOMIDE,SN-38,NCIH23,-19.76704375,0,0
20105,TEMOZOLOMIDE,SN-38,NCIH460,-14.7813804,0,0
20108,TEMOZOLOMIDE,SN-38,OV90,-19.00683575,0,0
20111,TEMOZOLOMIDE,SN-38,RKO,-12.0477968,0,0
20115,TEMOZOLOMIDE,SN-38,SKOV3,-22.21048262,0,0
20117,TEMOZOLOMIDE,SN-38,SW837,-37.07104306,0,0
20118,TEMOZOLOMIDE,SN-38,T47D,-81.09317162,0,0
20122,TEMOZOLOMIDE,SN-38,VCAP,-12.43379703,0,0
20123,TEMOZOLOMIDE,SN-38,ZR751,-64.47985647,0,0
20127,TEMOZOLOMIDE,SORAFENIB,A427,22.68068564,3,1
20137,TEMOZOLOMIDE,SORAFENIB,LNCAP,-11.4422593,3,0
20140,TEMOZOLOMIDE,SORAFENIB,MSTO,-11.09112855,3,0
20148,TEMOZOLOMIDE,SORAFENIB,OVCAR3,-11.49236987,3,0
20153,TEMOZOLOMIDE,SORAFENIB,SKMES1,24.59771309,3,1
20162,TEMOZOLOMIDE,SORAFENIB,ZR751,-34.87701752,3,0
20176,TEMOZOLOMIDE,TOPOTECAN,LNCAP,-130.8320847,2,0
20183,TEMOZOLOMIDE,TOPOTECAN,NCIH460,-15.65452065,2,0
20191,TEMOZOLOMIDE,TOPOTECAN,SKMEL30,20.6515056,2,1
20192,TEMOZOLOMIDE,TOPOTECAN,SKMES1,22.16661787,2,1
20193,TEMOZOLOMIDE,TOPOTECAN,SKOV3,-14.20781623,2,0
20195,TEMOZOLOMIDE,TOPOTECAN,SW837,-12.06393634,2,0
20201,TEMOZOLOMIDE,TOPOTECAN,ZR751,-29.68251629,2,0
20204,TOPOTECAN,BEZ-235,A375,24.10423562,1,1
20205,TOPOTECAN,BEZ-235,A427,37.86464677,1,1
20207,TOPOTECAN,BEZ-235,COLO320DM,31.22917282,1,1
20208,TOPOTECAN,BEZ-235,DLD1,20.49457133,1,1
20211,TOPOTECAN,BEZ-235,HCT116,21.17556739,1,1
20212,TOPOTECAN,BEZ-235,HT144,48.75629793,1,1
20213,TOPOTECAN,BEZ-235,HT29,21.72575205,1,1
20214,TOPOTECAN,BEZ-235,KPL1,35.5881672,1,1
20215,TOPOTECAN,BEZ-235,LNCAP,68.80060551,1,1
20217,TOPOTECAN,BEZ-235,MDAMB436,25.39898136,1,1
20219,TOPOTECAN,BEZ-235,NCIH1650,21.36557399,1,1
20223,TOPOTECAN,BEZ-235,NCIH520,22.1998106,1,1
20228,TOPOTECAN,BEZ-235,RKO,26.36018076,1,1
20230,TOPOTECAN,BEZ-235,SKMEL30,23.4691515,1,1
20234,TOPOTECAN,BEZ-235,SW837,25.18286399,1,1
20235,TOPOTECAN,BEZ-235,T47D,57.24360015,1,1
20236,TOPOTECAN,BEZ-235,UACC62,24.41310053,1,1
20238,TOPOTECAN,BEZ-235,UWB1289BRCA1,29.34843835,1,1
20239,TOPOTECAN,BEZ-235,VCAP,21.16222094,1,1
20240,TOPOTECAN,BEZ-235,ZR751,23.2342723,1,1
20252,TOPOTECAN,DINACICLIB,HT29,-17.07016604,2,0
20254,TOPOTECAN,DINACICLIB,LNCAP,-163.0968503,2,0
20258,TOPOTECAN,DINACICLIB,NCIH1650,-29.45369647,2,0
20260,TOPOTECAN,DINACICLIB,NCIH23,-16.75045261,2,0
20261,TOPOTECAN,DINACICLIB,NCIH460,-17.62474375,2,0
20263,TOPOTECAN,DINACICLIB,OCUBM,-10.02756657,2,0
20265,TOPOTECAN,DINACICLIB,OVCAR3,-13.89918101,2,0
20270,TOPOTECAN,DINACICLIB,SKMES1,-14.2633707,2,0
20271,TOPOTECAN,DINACICLIB,SKOV3,-21.79274166,2,0
20273,TOPOTECAN,DINACICLIB,SW837,-15.89758946,2,0
20276,TOPOTECAN,DINACICLIB,UWB1289,-12.18227942,2,0
20280,TOPOTECAN,MK-8776,A2058,41.56384819,4,1
20283,TOPOTECAN,MK-8776,A427,28.95509979,4,1
20290,TOPOTECAN,MK-8776,HT144,28.50008464,4,1
20291,TOPOTECAN,MK-8776,HT29,24.07706293,4,1
20293,TOPOTECAN,MK-8776,LNCAP,-138.9528981,4,0
20300,TOPOTECAN,MK-8776,NCIH460,-34.59841245,4,0
20301,TOPOTECAN,MK-8776,NCIH520,25.24708336,4,1
20304,TOPOTECAN,MK-8776,OVCAR3,64.52654229,4,1
20305,TOPOTECAN,MK-8776,PA1,-15.91580362,4,0
20308,TOPOTECAN,MK-8776,SKMEL30,61.59177394,4,1
20309,TOPOTECAN,MK-8776,SKMES1,-17.09816322,4,0
20311,TOPOTECAN,MK-8776,SW620,23.70635184,4,1
20313,TOPOTECAN,MK-8776,T47D,-49.75887192,4,0
20317,TOPOTECAN,MK-8776,VCAP,34.95452145,4,1
20330,TOPOTECAN,SORAFENIB,HT29,-12.21221116,2,0
20335,TOPOTECAN,SORAFENIB,MSTO,-18.11747083,2,0
20341,TOPOTECAN,SORAFENIB,OCUBM,-12.21012085,2,0
20343,TOPOTECAN,SORAFENIB,OVCAR3,-30.49900045,2,0
20352,TOPOTECAN,SORAFENIB,T47D,-12.75363736,2,0
20357,TOPOTECAN,SORAFENIB,ZR751,-15.7705134,2,0
20359,VINBLASTINE,ABT-888,A2780,-33.01039272,3,0
20360,VINBLASTINE,ABT-888,A375,-33.66188078,3,0
20361,VINBLASTINE,ABT-888,A427,-32.17034257,3,0
20362,VINBLASTINE,ABT-888,CAOV3,-38.11192775,3,0
20366,VINBLASTINE,ABT-888,ES2,-12.72149447,3,0
20367,VINBLASTINE,ABT-888,HCT116,-16.55595588,3,0
20368,VINBLASTINE,ABT-888,HT144,-31.95203457,3,0
20369,VINBLASTINE,ABT-888,HT29,-44.09793187,3,0
20371,VINBLASTINE,ABT-888,LNCAP,-45.33134536,3,0
20372,VINBLASTINE,ABT-888,LOVO,-31.81536286,3,0
20373,VINBLASTINE,ABT-888,MDAMB436,-21.32252366,3,0
20375,VINBLASTINE,ABT-888,NCIH1650,-29.0083885,3,0
20376,VINBLASTINE,ABT-888,NCIH2122,-21.16777445,3,0
20377,VINBLASTINE,ABT-888,NCIH23,-34.89296572,3,0
20378,VINBLASTINE,ABT-888,NCIH460,-15.35249881,3,0
20379,VINBLASTINE,ABT-888,NCIH520,-13.3486394,3,0
20380,VINBLASTINE,ABT-888,OCUBM,-23.54409867,3,0
20381,VINBLASTINE,ABT-888,OV90,-19.15594557,3,0
20382,VINBLASTINE,ABT-888,OVCAR3,-59.46650735,3,0
20383,VINBLASTINE,ABT-888,PA1,-43.36613864,3,0
20385,VINBLASTINE,ABT-888,RPMI7951,-37.34478721,3,0
20386,VINBLASTINE,ABT-888,SKMEL30,-16.1673518,3,0
20390,VINBLASTINE,ABT-888,SW837,-30.4198704,3,0
20391,VINBLASTINE,ABT-888,T47D,-19.7234483,3,0
20392,VINBLASTINE,ABT-888,UACC62,-28.21780099,3,0
20393,VINBLASTINE,ABT-888,UWB1289,-34.08171709,3,0
20394,VINBLASTINE,ABT-888,UWB1289BRCA1,-34.80765571,3,0
20395,VINBLASTINE,ABT-888,VCAP,-14.55831433,3,0
20396,VINBLASTINE,ABT-888,ZR751,-50.84000559,3,0
20400,VINBLASTINE,AZD1775,A427,-13.28690127,1,0
20404,VINBLASTINE,AZD1775,EFM192B,-10.06964235,1,0
20405,VINBLASTINE,AZD1775,ES2,21.07733507,1,1
20413,VINBLASTINE,AZD1775,MSTO,-16.17330097,1,0
20415,VINBLASTINE,AZD1775,NCIH2122,-23.03504899,1,0
20416,VINBLASTINE,AZD1775,NCIH23,-20.93263176,1,0
20419,VINBLASTINE,AZD1775,OCUBM,22.2030878,1,1
20420,VINBLASTINE,AZD1775,OV90,-16.28323135,1,0
20425,VINBLASTINE,AZD1775,SKMEL30,-19.4524336,1,0
20426,VINBLASTINE,AZD1775,SKMES1,-11.09668695,1,0
20427,VINBLASTINE,AZD1775,SKOV3,25.80182474,1,1
20428,VINBLASTINE,AZD1775,SW620,20.37152377,1,1
20430,VINBLASTINE,AZD1775,T47D,-23.22852677,1,0
20432,VINBLASTINE,AZD1775,UWB1289,84.84541796,1,1
20434,VINBLASTINE,AZD1775,VCAP,-10.55449578,1,0
20438,VINBLASTINE,BEZ-235,A375,33.63772163,2,1
20441,VINBLASTINE,BEZ-235,COLO320DM,25.96821401,2,1
20444,VINBLASTINE,BEZ-235,ES2,54.79783766,2,1
20445,VINBLASTINE,BEZ-235,HCT116,22.01341701,2,1
20446,VINBLASTINE,BEZ-235,HT144,37.59751525,2,1
20448,VINBLASTINE,BEZ-235,KPL1,24.20008646,2,1
20450,VINBLASTINE,BEZ-235,LOVO,21.06278538,2,1
20452,VINBLASTINE,BEZ-235,MSTO,-15.40433875,2,0
20453,VINBLASTINE,BEZ-235,NCIH1650,22.7832847,2,1
20454,VINBLASTINE,BEZ-235,NCIH2122,-21.71734756,2,0
20456,VINBLASTINE,BEZ-235,NCIH460,22.52552924,2,1
20458,VINBLASTINE,BEZ-235,OCUBM,23.9441629,2,1
20459,VINBLASTINE,BEZ-235,OV90,22.68707228,2,1
20462,VINBLASTINE,BEZ-235,RKO,25.65786173,2,1
20466,VINBLASTINE,BEZ-235,SKOV3,27.83945666,2,1
20467,VINBLASTINE,BEZ-235,SW620,48.62427914,2,1
20468,VINBLASTINE,BEZ-235,SW837,25.06499142,2,1
20469,VINBLASTINE,BEZ-235,T47D,54.50425259,2,1
20470,VINBLASTINE,BEZ-235,UACC62,23.35084878,2,1
20472,VINBLASTINE,BEZ-235,UWB1289BRCA1,23.73690441,2,1
20475,VINBLASTINE,BORTEZOMIB,A2058,-10.55419165,1,0
20476,VINBLASTINE,BORTEZOMIB,A2780,-37.13334543,1,0
20477,VINBLASTINE,BORTEZOMIB,A375,-10.8968315,1,0
20478,VINBLASTINE,BORTEZOMIB,A427,-12.91150452,1,0
20479,VINBLASTINE,BORTEZOMIB,CAOV3,-32.10671184,1,0
20482,VINBLASTINE,BORTEZOMIB,EFM192B,-28.55673616,1,0
20484,VINBLASTINE,BORTEZOMIB,HCT116,-13.98222264,1,0
20485,VINBLASTINE,BORTEZOMIB,HT144,-17.85957742,1,0
20486,VINBLASTINE,BORTEZOMIB,HT29,-27.19240385,1,0
20488,VINBLASTINE,BORTEZOMIB,LNCAP,-199.2579703,1,0
20490,VINBLASTINE,BORTEZOMIB,MDAMB436,-11.25332847,1,0
20491,VINBLASTINE,BORTEZOMIB,MSTO,-24.78273688,1,0
20492,VINBLASTINE,BORTEZOMIB,NCIH1650,-40.09623514,1,0
20493,VINBLASTINE,BORTEZOMIB,NCIH2122,-38.162152,1,0
20494,VINBLASTINE,BORTEZOMIB,NCIH23,-30.33070495,1,0
20495,VINBLASTINE,BORTEZOMIB,NCIH460,-38.97671729,1,0
20496,VINBLASTINE,BORTEZOMIB,NCIH520,-35.64042528,1,0
20498,VINBLASTINE,BORTEZOMIB,OV90,-17.53033643,1,0
20499,VINBLASTINE,BORTEZOMIB,OVCAR3,-20.31637417,1,0
20500,VINBLASTINE,BORTEZOMIB,PA1,-30.21479815,1,0
20501,VINBLASTINE,BORTEZOMIB,RKO,-10.56821449,1,0
20502,VINBLASTINE,BORTEZOMIB,RPMI7951,-21.52598832,1,0
20503,VINBLASTINE,BORTEZOMIB,SKMEL30,-15.89976665,1,0
20504,VINBLASTINE,BORTEZOMIB,SKMES1,-34.12471001,1,0
20508,VINBLASTINE,BORTEZOMIB,T47D,-32.24183569,1,0
20509,VINBLASTINE,BORTEZOMIB,UACC62,-29.45041491,1,0
20510,VINBLASTINE,BORTEZOMIB,UWB1289,-27.01475042,1,0
20512,VINBLASTINE,BORTEZOMIB,VCAP,-14.05161279,1,0
20513,VINBLASTINE,BORTEZOMIB,ZR751,-32.29125776,1,0
20514,VINBLASTINE,DASATINIB,A2058,41.6650811,0,1
20515,VINBLASTINE,DASATINIB,A2780,39.18536378,0,1
20519,VINBLASTINE,DASATINIB,COLO320DM,-12.05615322,0,0
20521,VINBLASTINE,DASATINIB,EFM192B,27.44391834,0,1
20523,VINBLASTINE,DASATINIB,HCT116,-44.90357203,0,0
20524,VINBLASTINE,DASATINIB,HT144,-39.59713445,0,0
20525,VINBLASTINE,DASATINIB,HT29,-10.93278023,0,0
20527,VINBLASTINE,DASATINIB,LNCAP,-32.69030668,0,0
20528,VINBLASTINE,DASATINIB,LOVO,42.18423999,0,1
20530,VINBLASTINE,DASATINIB,MSTO,93.43255317,0,1
20531,VINBLASTINE,DASATINIB,NCIH1650,33.55402048,0,1
20532,VINBLASTINE,DASATINIB,NCIH2122,-99.66705551,0,0
20535,VINBLASTINE,DASATINIB,NCIH520,39.41310981,0,1
20538,VINBLASTINE,DASATINIB,OVCAR3,49.17768855,0,1
20542,VINBLASTINE,DASATINIB,SKMEL30,-34.9381396,0,0
20545,VINBLASTINE,DASATINIB,SW620,22.37840362,0,1
20546,VINBLASTINE,DASATINIB,SW837,20.63883444,0,1
20547,VINBLASTINE,DASATINIB,T47D,-40.10616085,0,0
20549,VINBLASTINE,DASATINIB,UWB1289,-12.62215299,0,0
20552,VINBLASTINE,DASATINIB,ZR751,-49.88629454,0,0
20553,VINBLASTINE,DINACICLIB,A2058,-17.08245334,0,0
20554,VINBLASTINE,DINACICLIB,A2780,-20.21319358,0,0
20556,VINBLASTINE,DINACICLIB,A427,-16.62875411,0,0
20557,VINBLASTINE,DINACICLIB,CAOV3,-32.2301558,0,0
20562,VINBLASTINE,DINACICLIB,HCT116,-27.32015182,0,0
20563,VINBLASTINE,DINACICLIB,HT144,-13.64174523,0,0
20564,VINBLASTINE,DINACICLIB,HT29,-23.80891416,0,0
20567,VINBLASTINE,DINACICLIB,LOVO,-20.29283824,0,0
20568,VINBLASTINE,DINACICLIB,MDAMB436,-21.74415889,0,0
20569,VINBLASTINE,DINACICLIB,MSTO,-13.02853204,0,0
20570,VINBLASTINE,DINACICLIB,NCIH1650,-21.20039221,0,0
20571,VINBLASTINE,DINACICLIB,NCIH2122,-37.84606202,0,0
20572,VINBLASTINE,DINACICLIB,NCIH23,-31.19458031,0,0
20573,VINBLASTINE,DINACICLIB,NCIH460,-15.32815597,0,0
20574,VINBLASTINE,DINACICLIB,NCIH520,-31.63086613,0,0
20576,VINBLASTINE,DINACICLIB,OV90,-26.25964814,0,0
20577,VINBLASTINE,DINACICLIB,OVCAR3,-18.55567037,0,0
20578,VINBLASTINE,DINACICLIB,PA1,-26.78541099,0,0
20580,VINBLASTINE,DINACICLIB,RPMI7951,-11.12907649,0,0
20582,VINBLASTINE,DINACICLIB,SKMES1,-27.53005918,0,0
20583,VINBLASTINE,DINACICLIB,SKOV3,-21.12419762,0,0
20585,VINBLASTINE,DINACICLIB,SW837,-19.21834825,0,0
20586,VINBLASTINE,DINACICLIB,T47D,-59.97465657,0,0
20588,VINBLASTINE,DINACICLIB,UWB1289,-34.84477511,0,0
20590,VINBLASTINE,DINACICLIB,VCAP,-16.98016101,0,0
20591,VINBLASTINE,DINACICLIB,ZR751,-30.90163936,0,0
20592,VINBLASTINE,ERLOTINIB,A2058,85.57939365,3,1
20594,VINBLASTINE,ERLOTINIB,A375,45.22157703,3,1
20595,VINBLASTINE,ERLOTINIB,A427,26.87059183,3,1
20596,VINBLASTINE,ERLOTINIB,CAOV3,23.24715405,3,1
20598,VINBLASTINE,ERLOTINIB,DLD1,25.71654313,3,1
20599,VINBLASTINE,ERLOTINIB,EFM192B,44.58547708,3,1
20600,VINBLASTINE,ERLOTINIB,ES2,58.79504997,3,1
20601,VINBLASTINE,ERLOTINIB,HCT116,71.50881052,3,1
20602,VINBLASTINE,ERLOTINIB,HT144,33.69883247,3,1
20603,VINBLASTINE,ERLOTINIB,HT29,49.68847538,3,1
20604,VINBLASTINE,ERLOTINIB,KPL1,44.65469026,3,1
20606,VINBLASTINE,ERLOTINIB,LOVO,42.3579718,3,1
20610,VINBLASTINE,ERLOTINIB,NCIH2122,39.33975616,3,1
20612,VINBLASTINE,ERLOTINIB,NCIH460,55.54657753,3,1
20613,VINBLASTINE,ERLOTINIB,NCIH520,39.94346161,3,1
20614,VINBLASTINE,ERLOTINIB,OCUBM,83.19519943,3,1
20618,VINBLASTINE,ERLOTINIB,RKO,64.85230465,3,1
20620,VINBLASTINE,ERLOTINIB,SKMEL30,43.33310365,3,1
20621,VINBLASTINE,ERLOTINIB,SKMES1,28.62470543,3,1
20622,VINBLASTINE,ERLOTINIB,SKOV3,41.011108,3,1
20623,VINBLASTINE,ERLOTINIB,SW620,59.56206452,3,1
20624,VINBLASTINE,ERLOTINIB,SW837,54.25688552,3,1
20625,VINBLASTINE,ERLOTINIB,T47D,-14.05261606,3,0
20626,VINBLASTINE,ERLOTINIB,UACC62,32.31482524,3,1
20628,VINBLASTINE,ERLOTINIB,UWB1289BRCA1,29.36964398,3,1
20629,VINBLASTINE,ERLOTINIB,VCAP,114.6457311,3,1
20630,VINBLASTINE,ERLOTINIB,ZR751,40.44572347,3,1
20631,VINBLASTINE,GELDANAMYCIN,A2058,-12.87229487,1,0
20632,VINBLASTINE,GELDANAMYCIN,A2780,-18.22399153,1,0
20634,VINBLASTINE,GELDANAMYCIN,A427,-12.00738927,1,0
20635,VINBLASTINE,GELDANAMYCIN,CAOV3,-30.65969489,1,0
20637,VINBLASTINE,GELDANAMYCIN,DLD1,-16.16603371,1,0
20638,VINBLASTINE,GELDANAMYCIN,EFM192B,-31.97169999,1,0
20640,VINBLASTINE,GELDANAMYCIN,HCT116,-16.39905805,1,0
20641,VINBLASTINE,GELDANAMYCIN,HT144,-17.92428323,1,0
20642,VINBLASTINE,GELDANAMYCIN,HT29,-35.70527713,1,0
20643,VINBLASTINE,GELDANAMYCIN,KPL1,-14.93310888,1,0
20644,VINBLASTINE,GELDANAMYCIN,LNCAP,-148.2415814,1,0
20645,VINBLASTINE,GELDANAMYCIN,LOVO,-28.62431489,1,0
20647,VINBLASTINE,GELDANAMYCIN,MSTO,-57.27205328,1,0
20648,VINBLASTINE,GELDANAMYCIN,NCIH1650,-26.43318161,1,0
20649,VINBLASTINE,GELDANAMYCIN,NCIH2122,-41.98659526,1,0
20650,VINBLASTINE,GELDANAMYCIN,NCIH23,-24.91058246,1,0
20651,VINBLASTINE,GELDANAMYCIN,NCIH460,-29.03978051,1,0
20652,VINBLASTINE,GELDANAMYCIN,NCIH520,-21.14714659,1,0
20654,VINBLASTINE,GELDANAMYCIN,OV90,-24.72680222,1,0
20655,VINBLASTINE,GELDANAMYCIN,OVCAR3,-32.52502949,1,0
20656,VINBLASTINE,GELDANAMYCIN,PA1,-22.2626471,1,0
20658,VINBLASTINE,GELDANAMYCIN,RPMI7951,-11.90252931,1,0
20659,VINBLASTINE,GELDANAMYCIN,SKMEL30,-18.15600231,1,0
20660,VINBLASTINE,GELDANAMYCIN,SKMES1,-23.27499983,1,0
20663,VINBLASTINE,GELDANAMYCIN,SW837,-30.91373154,1,0
20664,VINBLASTINE,GELDANAMYCIN,T47D,-16.3040975,1,0
20665,VINBLASTINE,GELDANAMYCIN,UACC62,-77.82985735,1,0
20666,VINBLASTINE,GELDANAMYCIN,UWB1289,-32.10821348,1,0
20667,VINBLASTINE,GELDANAMYCIN,UWB1289BRCA1,-22.30805714,1,0
20669,VINBLASTINE,GELDANAMYCIN,ZR751,-21.41855019,1,0
20670,VINBLASTINE,L778123,A2058,82.51665184,2,1
20672,VINBLASTINE,L778123,A375,34.22899361,2,1
20673,VINBLASTINE,L778123,A427,46.06766584,2,1
20676,VINBLASTINE,L778123,DLD1,26.59136457,2,1
20677,VINBLASTINE,L778123,EFM192B,31.14142698,2,1
20678,VINBLASTINE,L778123,ES2,42.75639743,2,1
20679,VINBLASTINE,L778123,HCT116,29.99272324,2,1
20680,VINBLASTINE,L778123,HT144,28.3572738,2,1
20681,VINBLASTINE,L778123,HT29,29.80102376,2,1
20683,VINBLASTINE,L778123,LNCAP,-85.75874254,2,0
20685,VINBLASTINE,L778123,MDAMB436,23.10617121,2,1
20687,VINBLASTINE,L778123,NCIH1650,30.84218436,2,1
20689,VINBLASTINE,L778123,NCIH23,22.60535378,2,1
20690,VINBLASTINE,L778123,NCIH460,29.74340745,2,1
20692,VINBLASTINE,L778123,OCUBM,53.37446003,2,1
20693,VINBLASTINE,L778123,OV90,37.34672381,2,1
20696,VINBLASTINE,L778123,RKO,42.86699365,2,1
20697,VINBLASTINE,L778123,RPMI7951,22.57468317,2,1
20698,VINBLASTINE,L778123,SKMEL30,20.98314015,2,1
20699,VINBLASTINE,L778123,SKMES1,23.19915772,2,1
20700,VINBLASTINE,L778123,SKOV3,33.79519346,2,1
20701,VINBLASTINE,L778123,SW620,54.0558313,2,1
20702,VINBLASTINE,L778123,SW837,44.26821981,2,1
20703,VINBLASTINE,L778123,T47D,20.39818072,2,1
20704,VINBLASTINE,L778123,UACC62,21.25294408,2,1
20706,VINBLASTINE,L778123,UWB1289BRCA1,33.16925726,2,1
20707,VINBLASTINE,L778123,VCAP,53.11094325,2,1
20709,VINBLASTINE,LAPATINIB,A2058,28.72204641,4,1
20711,VINBLASTINE,LAPATINIB,A375,22.83658596,4,1
20712,VINBLASTINE,LAPATINIB,A427,-34.8937392,4,0
20715,VINBLASTINE,LAPATINIB,DLD1,36.56317971,4,1
20720,VINBLASTINE,LAPATINIB,HT29,-10.92119874,4,0
20722,VINBLASTINE,LAPATINIB,LNCAP,-29.05116225,4,0
20723,VINBLASTINE,LAPATINIB,LOVO,33.08985674,4,1
20724,VINBLASTINE,LAPATINIB,MDAMB436,-15.41813187,4,0
20727,VINBLASTINE,LAPATINIB,NCIH2122,-24.98687907,4,0
20728,VINBLASTINE,LAPATINIB,NCIH23,-10.5428104,4,0
20732,VINBLASTINE,LAPATINIB,OV90,-18.18239461,4,0
20735,VINBLASTINE,LAPATINIB,RKO,-14.77233304,4,0
20737,VINBLASTINE,LAPATINIB,SKMEL30,-10.25160505,4,0
20741,VINBLASTINE,LAPATINIB,SW837,33.39639297,4,1
20742,VINBLASTINE,LAPATINIB,T47D,-33.91977071,4,0
20744,VINBLASTINE,LAPATINIB,UWB1289,-30.94560526,4,0
20750,VINBLASTINE,MK-2206,A375,20.50186319,0,1
20751,VINBLASTINE,MK-2206,A427,-31.09447208,0,0
20755,VINBLASTINE,MK-2206,EFM192B,-17.23730757,0,0
20757,VINBLASTINE,MK-2206,HCT116,-19.9160462,0,0
20758,VINBLASTINE,MK-2206,HT144,24.67751112,0,1
20760,VINBLASTINE,MK-2206,KPL1,20.91663669,0,1
20763,VINBLASTINE,MK-2206,MDAMB436,-13.84621056,0,0
20764,VINBLASTINE,MK-2206,MSTO,46.76569279,0,1
20766,VINBLASTINE,MK-2206,NCIH2122,-34.7974911,0,0
20782,VINBLASTINE,MK-2206,UACC62,28.97072492,0,1
20783,VINBLASTINE,MK-2206,UWB1289,-16.29610227,0,0
20784,VINBLASTINE,MK-2206,UWB1289BRCA1,21.56289387,0,1
20787,VINBLASTINE,MK-4827,A2058,-13.3879235,4,0
20788,VINBLASTINE,MK-4827,A2780,-11.40134251,4,0
20789,VINBLASTINE,MK-4827,A375,-18.96388412,4,0
20790,VINBLASTINE,MK-4827,A427,-12.06344511,4,0
20791,VINBLASTINE,MK-4827,CAOV3,-33.48756779,4,0
20798,VINBLASTINE,MK-4827,HT29,-10.08507429,4,0
20800,VINBLASTINE,MK-4827,LNCAP,-46.64719467,4,0
20806,VINBLASTINE,MK-4827,NCIH23,-26.15634803,4,0
20808,VINBLASTINE,MK-4827,NCIH520,-18.66022759,4,0
20809,VINBLASTINE,MK-4827,OCUBM,28.034165,4,1
20810,VINBLASTINE,MK-4827,OV90,-15.82092885,4,0
20811,VINBLASTINE,MK-4827,OVCAR3,-16.87304014,4,0
20812,VINBLASTINE,MK-4827,PA1,-16.34304453,4,0
20817,VINBLASTINE,MK-4827,SKOV3,21.07144249,4,1
20818,VINBLASTINE,MK-4827,SW620,30.93184487,4,1
20819,VINBLASTINE,MK-4827,SW837,-21.71800764,4,0
20820,VINBLASTINE,MK-4827,T47D,-48.76345081,4,0
20822,VINBLASTINE,MK-4827,UWB1289,-23.39499577,4,0
20826,VINBLASTINE,MK-5108,A2058,23.69537252,2,1
20835,VINBLASTINE,MK-5108,HCT116,21.84395569,2,1
20837,VINBLASTINE,MK-5108,HT29,41.01907392,2,1
20842,VINBLASTINE,MK-5108,MSTO,29.37038012,2,1
20843,VINBLASTINE,MK-5108,NCIH1650,20.87386169,2,1
20848,VINBLASTINE,MK-5108,OCUBM,23.7607158,2,1
20851,VINBLASTINE,MK-5108,PA1,-11.76863181,2,0
20852,VINBLASTINE,MK-5108,RKO,41.33619823,2,1
20854,VINBLASTINE,MK-5108,SKMEL30,28.6090276,2,1
20856,VINBLASTINE,MK-5108,SKOV3,25.39738061,2,1
20857,VINBLASTINE,MK-5108,SW620,37.52096948,2,1
20858,VINBLASTINE,MK-5108,SW837,36.25399761,2,1
20863,VINBLASTINE,MK-5108,VCAP,39.35686611,2,1
20865,VINBLASTINE,MK-8669,A2058,50.48578982,0,1
20872,VINBLASTINE,MK-8669,EFM192B,49.92967777,0,1
20873,VINBLASTINE,MK-8669,ES2,23.62142238,0,1
20874,VINBLASTINE,MK-8669,HCT116,-19.22634478,0,0
20875,VINBLASTINE,MK-8669,HT144,23.29859282,0,1
20877,VINBLASTINE,MK-8669,KPL1,58.50727318,0,1
20879,VINBLASTINE,MK-8669,LOVO,32.69924727,0,1
20881,VINBLASTINE,MK-8669,MSTO,69.31644893,0,1
20887,VINBLASTINE,MK-8669,OCUBM,24.1475996,0,1
20892,VINBLASTINE,MK-8669,RPMI7951,20.07000003,0,1
20893,VINBLASTINE,MK-8669,SKMEL30,30.07980797,0,1
20894,VINBLASTINE,MK-8669,SKMES1,20.11197445,0,1
20895,VINBLASTINE,MK-8669,SKOV3,40.58721873,0,1
20896,VINBLASTINE,MK-8669,SW620,22.7495252,0,1
20898,VINBLASTINE,MK-8669,T47D,32.45522961,0,1
20899,VINBLASTINE,MK-8669,UACC62,29.64229297,0,1
20900,VINBLASTINE,MK-8669,UWB1289,-12.95645069,0,0
20902,VINBLASTINE,MK-8669,VCAP,31.85489656,0,1
20903,VINBLASTINE,MK-8669,ZR751,23.22303048,0,1
20905,VINBLASTINE,MK-8776,A2780,-13.29820428,0,0
20907,VINBLASTINE,MK-8776,A427,-22.15026766,0,0
20912,VINBLASTINE,MK-8776,ES2,22.81604465,0,1
20915,VINBLASTINE,MK-8776,HT29,-18.85023674,0,0
20919,VINBLASTINE,MK-8776,MDAMB436,-11.27802511,0,0
20922,VINBLASTINE,MK-8776,NCIH2122,-48.00194577,0,0
20923,VINBLASTINE,MK-8776,NCIH23,-21.19126682,0,0
20926,VINBLASTINE,MK-8776,OCUBM,25.82862176,0,1
20927,VINBLASTINE,MK-8776,OV90,-10.43451866,0,0
20928,VINBLASTINE,MK-8776,OVCAR3,-24.77081511,0,0
20929,VINBLASTINE,MK-8776,PA1,-26.0103294,0,0
20931,VINBLASTINE,MK-8776,RPMI7951,-28.90426431,0,0
20933,VINBLASTINE,MK-8776,SKMES1,-23.38064444,0,0
20936,VINBLASTINE,MK-8776,SW837,-30.7718173,0,0
20937,VINBLASTINE,MK-8776,T47D,-91.15214814,0,0
20939,VINBLASTINE,MK-8776,UWB1289,-29.45304109,0,0
20940,VINBLASTINE,MK-8776,UWB1289BRCA1,-20.57771164,0,0
20942,VINBLASTINE,MK-8776,ZR751,-30.28771582,0,0
20947,VINBLASTINE,PD325901,CAOV3,-13.90924947,4,0
20951,VINBLASTINE,PD325901,ES2,33.91110573,4,1
20953,VINBLASTINE,PD325901,HT144,24.45758398,4,1
